CODI FARMACIA,NOM FARMACIA,CODI ABS,NOM ABS,CODI MUNICIPI,NOM MUNICIPI,CODI POSTAL,TIPUS VIA,NOM VIA,NUMERO VIA
F08002061,"MESTRE CLIMENT, RAQUEL",218,SANT SADURNÍ D'ANOIA,08240,SANT SADURNÍ D'ANOIA,08770,CR,HOSPITAL,2
F08002079,"FIGULS GRAUVILARDELL, ESTRELLA",219,SANT VICENÇ DE CASTELLET,08262,SANT VICENÇ DE CASTELLET,08295,PL,AJUNTAMENT,7
F08002086,"GIMFERRER RIPOLL, M.ROSA",219,SANT VICENÇ DE CASTELLET,08262,SANT VICENÇ DE CASTELLET,08295,CR,GRAN,34
F08002093,"TABAR PRATS, MARIA",374,SANT VICENÇ DELS HORTS-1,08263,SANT VICENÇ DELS HORTS,08620,CR,BARCELONA,64
F08002103,"RIFA PIÑOL, MARGARIDA",254,VALL DEL GES,08265,SANT VICENÇ DE TORELLÓ,08571,PL,CASTELL,7-8
F08002110,"TURA LLADO, JAUME",203,SANT BOI DE LLOBREGAT 2,08244,SANTA COLOMA DE CERVELLÓ,08690,AV,SANTA COLOMA,1-3
F08002128,"GARCIA LARA, ISABEL",222,SANTA COLOMA DE GRAMENET 1,08245,SANTA COLOMA DE GRAMENET,08922,PL,DE LA VILA,3
F08002135,"PALACIOS SERRANO, FERRAN",225,SANTA COLOMA DE GRAMENET 4,08245,SANTA COLOMA DE GRAMENET,08921,CR,MAJOR,46
F08002142,"MARTORELL JUSTRIBO, MONTSERRAT",222,SANTA COLOMA DE GRAMENET 1,08245,SANTA COLOMA DE GRAMENET,08921,PS,MOSSEN JAUME GORDI,8
F08002167,"DORDAL CARALT, ESTER",230,SANTA PERPÈTUA DE LA MOGODA,08260,SANTA PERPÈTUA DE MOGODA,08130,CR,PARE RODES,10
F08002174,"VALLS MAYNOU, MERCE",384,CERDANYOLA-RIPOLLET,08266,CERDANYOLA DEL VALLÈS,08290,AV,CATALUNYA,17
F08002181,"ALVAREZ PEREIRO, JULIA ROSAIO",384,CERDANYOLA-RIPOLLET,08266,CERDANYOLA DEL VALLÈS,08290,AV,CATALUNYA,49 B
F08002199,"ROIG MARTINEZ, MARTA",392,POLINYÀ-SENTMENAT,08267,SENTMENAT,08181,PS,ANSELM CLAVE,23-25
F08002209,"FONT SOLER, MA. PILAR",235,SITGES,08270,SITGES,08870,CR,SANT FRANCESC,40
F08002223,"RIPOLL ESPINAT, M.ANGELS",237,SÚRIA,08274,SÚRIA,08260,CR,SALVADOR VANCELL,8
F08002230,"COLLADO GIL, VIRGINA",237,SÚRIA,08274,SÚRIA,08260,CR,SALVADOR VANCELL,28
F08002248,"BARFULL FONT, ANNA",238,SANTA EUGÈNIA DE BERGA,08278,TARADELL,08552,PS,DOMENEC SERT,14
F08002255,"DE CACHO RIVERA, JORDI",247,TERRASSA A,08279,TERRASSA,08221,RV,DE MONTSERRAT,48
F08002262,"DE VEGA RUBIO, RUBEN",247,TERRASSA A,08279,TERRASSA,08221,CR,TOPETE,90
F08002270,"VICENTE DE AVILES, FAUSTINO",252,TERRASSA F,08279,TERRASSA,08226,AV,DEL VALLES,457
F08002287,"TARIN CARDONA, LLUIS",247,TERRASSA A,08279,TERRASSA,08221,CR,FONT VELLA,71
F08002294,"MESTRE GORNE, ROSALIA",247,TERRASSA A,08279,TERRASSA,08221,CR,NOU DE SANT PERE,65
F08002304,"TORRENT SOLANS, ANNA",247,TERRASSA A,08279,TERRASSA,08221,PL,VELLA,2
F08002311,"ESPI PUMAROLA, M.DEL CARME",251,TERRASSA E,08279,TERRASSA,08225,PS,VINT-I-DOS DE JULIOL,333
F08002329,"MAGAÑA ESMERATS, SILVIA",247,TERRASSA A,08279,TERRASSA,08221,CR,NORD,92-94
F08002336,"CAMACHO ALVAREZ, MILAGROS",251,TERRASSA E,08279,TERRASSA,08221,RB,EGARA,390
F08002350,"BRUGUERAS GARCIA, JOAN",247,TERRASSA A,08279,TERRASSA,08221,CR,PORTAL SANT ROC,64
F08002368,"CARBO ALSIUS, MERCE",247,TERRASSA A,08279,TERRASSA,08222,CR,MAJOR DE SANT PERE,93
F08002375,"TORRAS SOLA, JOSEP M",247,TERRASSA A,08279,TERRASSA,08221,CR,SANT FRANCESC,12
F08002382,"BATALLÉ TAPIOLAS, ADELA/BATALLÉ TAPIOLAS, JOSEP LLUÍS",251,TERRASSA E,08279,TERRASSA,08224,PL,DEL PROGRÉS,41
F08002390,"BELMONTE CASTAN, CRISTINA",251,TERRASSA E,08279,TERRASSA,08224,RB,EGARA,289
F08002417,"MAQUA ESCANON, M. PILAR",319,MONTGAT,08282,TIANA,08391,CR,LOLA ANGLADA,38
F08002424,"FABRE BUXADERAS, JOSEP",253,TONA,08283,TONA,08551,CR,BARCELONA,2
F08002431,"MARCOVAL MARTI, NURIA",336,TORDERA,08284,TORDERA,08490,PL,ESGLESIA,8
F08002449,"PRAT BOFIIL, FORTIA/PRAT BOFILL, JORDI",254,VALL DEL GES,08285,TORELLÓ,08570,CR,PONT,21
F08002456,"FONT BOU, MIREIA/HOMS CASTELLS, NEUS",254,VALL DEL GES,08285,TORELLÓ,08570,CR,ANSELM CLAVE,2
F08002463,"ACEVES ARGEMI, HELENA",254,VALL DEL GES,08285,TORELLÓ,08570,CR,ENRIC PRAT DE LA RIBA,1
F08002470,"ZABALA DE OLEZA, RAFAEL/OLLER CODINA, ALBERT.",261,VALLIRANA,08295,VALLIRANA,08759,CR,MAJOR,332
F08002488,"FARGAS RIERA, JOSEP",350,VIC-1 NORD,08298,VIC,08500,CR,BISBE MORGADAS,25
F08002495,"BARNOLAS PUIGBO,FELISA",350,VIC-1 NORD,08298,VIC,08500,RB,DEL CARME,37
F08002505,"YLLA-CATALA BORE, IGNASI",350,VIC-1 NORD,08298,VIC,08500,PL,PARADIS,3
F08002512,"URGELL CANAL, F. XAVIER",350,VIC-1 NORD,08298,VIC,08500,RB,HOSPITAL,18
F08002520,"VILAPLANA PENELLA, JOSEP",350,VIC-1 NORD,08298,VIC,08500,PL,MAJOR,17
F08002544,"AMADO CERCOS, PERE/AMADO MONSARRO, ORIOL",397,VILAFRANCA DEL PENEDÈS 1,08305,VILAFRANCA DEL PENEDÈS,08720,CR,SANT PERE,2
F08002551,"BOSCH CASTELL, ROMAN",397,VILAFRANCA DEL PENEDÈS 1,08305,VILAFRANCA DEL PENEDÈS,08720,CR,PARELLADA,23
F08002569,"PLANAS HUGUET, JOSEP/ANTONIA",398,VILAFRANCA DEL PENEDÈS 2,08305,VILAFRANCA DEL PENEDÈS,08720,RB,LA GIRADA,15
F08002576,"PAUSAS MAS, LL./PEDREROL GALLEGO, M. A.",397,VILAFRANCA DEL PENEDÈS 1,08305,VILAFRANCA DEL PENEDÈS,08720,CR,PARELLADA,39
F08002583,"MIRALLES FIGUERES, ELOI",397,VILAFRANCA DEL PENEDÈS 1,08305,VILAFRANCA DEL PENEDÈS,08720,CR,DE LA CORT,1
F08002590,"BENEDICTO PUIG, MARIA MERCEDES",397,VILAFRANCA DEL PENEDÈS 1,08305,VILAFRANCA DEL PENEDÈS,08720,CR,DE LA CORT,37
F08002600,"LOBATO RODRIGUEZ,CRISTINA",317,VILANOVA I LA GELTRÚ 2,08307,VILANOVA I LA GELTRÚ,08800,RB,PRINCIPAL,124
F08002618,"GUASCH COTS, ANNA",317,VILANOVA I LA GELTRÚ 2,08307,VILANOVA I LA GELTRÚ,08800,CR,CAPUTXINS,48
F08002625,"PEDRAZA FERRER, FERNANDO",317,VILANOVA I LA GELTRÚ 2,08307,VILANOVA I LA GELTRÚ,08800,PL,SOLER I GUSTEMS,20
F08002632,"GIRALT GIRALT,MONTSERRAT/RABADAN GIRALT.JOSE LUIS",317,VILANOVA I LA GELTRÚ 2,08307,VILANOVA I LA GELTRÚ,08800,RB,PRINCIPAL,11
F08002640,"MASIP GUASCH,ALBERT/MASIP GUASCH,JORDI",317,VILANOVA I LA GELTRÚ 2,08307,VILANOVA I LA GELTRÚ,08800,CR,JOSEP COROLEU,79
F08002657,"SOLER MIRET, MARIA VICTORIA",317,VILANOVA I LA GELTRÚ 2,08307,VILANOVA I LA GELTRÚ,08800,CR,SANT GREGORI,21
F08002664,"GONZALEZ SOLA,FRANCESC M",075,BARCELONA 10-E,08019,BARCELONA,08026,CR,MALLORCA,519
F08002671,"MAURI MARTINEZ, ROSA MA",032,BARCELONA 3-A,08019,BARCELONA,08004,CR,SALVA,33
F08002689,"SANZ JORNET, M. ALEJANDRA",035,BARCELONA 3-D,08019,BARCELONA,08014,CR,CREU COBERTA,95
F08002696,"DOMINGO ESGLEYES, MIRIAM",049,BARCELONA 6-C,08019,BARCELONA,08012,CR,GRAN DE GRACIA,237
F08002706,"TOMAS PARRA, CINTA",046,BARCELONA 5-E,08019,BARCELONA,08022,CR,TEODORA LAMADRID,27
F08002713,"ALEMANY CAHNER, MONTSERRAT",024,BARCELONA 2-D,08019,BARCELONA,08011,GV,CORTS CATALANES,527
F08002720,"MORLAN SALA, M.TERESA",036,BARCELONA 3-E,08019,BARCELONA,08028,CR,PANISSARS,13
F08002738,"ROSENFELD BARRENECHEA, RICARD",020,BARCELONA 1-E,08019,BARCELONA,08001,CR,XUCLA,21
F08002745,"MARTINEZ MENDEZ, MARIA CARMEN",072,BARCELONA 10-B,08019,BARCELONA,08005,CR,MARIA AGUILO,125
F08002752,"JANÉ DE ROSALES, IGNACIO",033,BARCELONA 3-B,08019,BARCELONA,08004,CR,ELKANO,70
F08002777,"PUJOL CID, JOAN LLUIS",018,BARCELONA 1-C,08019,BARCELONA,08002,CR,AMPLE,25
F08002784,"REVILLA ORTUETA, SUSANA",035,BARCELONA 3-D,08019,BARCELONA,08014,CR,CONSELL DE CENT,22
F08002791,"GELABERT COLOM-NOGUERA, ANNA",027,BARCELONA 2-G,08019,BARCELONA,08007,RB,CATALUNYA,66
F08002801,"SOLER GORNALS, CATALINA",027,BARCELONA 2-G,08019,BARCELONA,08037,PS,SANT JOAN,117
F08002819,"DE LA IGLESIA PERELLO, LORENA",054,BARCELONA 7-D,08019,BARCELONA,08032,RB,CARMEL,44
F08002826,"BRAGULAT ROVIRA, SANTIAGO/BELMONTE MARTINEZ, SONIA",027,BARCELONA 2-G,08019,BARCELONA,08009,CR,BAILEN,113
F08002833,"MAURI MARTINEZ, EMILIA",048,BARCELONA 6-B,08019,BARCELONA,08012,CR,RAMON Y CAJAL,24
F08002840,"RODRIGUEZ BASCIANO, ALAIN ADOLFO",017,BARCELONA 1-B,08019,BARCELONA,08003,CR,SOMBRERERS,19
F08002858,"HERRERO CERDA, JOSEP",021,BARCELONA 2-A,08019,BARCELONA,08015,CR,COMTE BORRELL,68
F08002865,"PEDRAGOSA CACHA, SANTIAGO",017,BARCELONA 1-B,08019,BARCELONA,08003,CR,SANT PERE MES BAIX,17
F08002872,"ALARCON RUIZ,M/ALARCON RUIZ, A",027,BARCELONA 2-G,08019,BARCELONA,08009,CR,BRUC,64
F08002880,"MATEU BELLES, M. JOANA",030,BARCELONA 2-J,08019,BARCELONA,08013,GV,CORTS CATALANES,669 bis
F08002897,"CASTELLO TORTELLA, RAFAEL",018,BARCELONA 1-C,08019,BARCELONA,08002,CR,DUC DE LA VICTORIA,10
F08002907,"BARTUREN ECHEVERRIA, BEGOÑA",028,BARCELONA 2-H,08019,BARCELONA,08013,CR,CASP,151
F08002914,"COLLELLMIR MORALES, MARTA",326,BARCELONA 7-G,08019,BARCELONA,08041,CR,SANT ANTONI MARIA CLARET,181
F08002921,ALVAREZ PEREZ/HIGUERAS CASARES,028,BARCELONA 2-H,08019,BARCELONA,08010,GV,CORTS CATALANES,688
F08002939,"ESCUDERO GARCIA, MARIA JOSEFA",036,BARCELONA 3-E,08019,BARCELONA,08014,CR,SANTS,5
F08002946,"ROSON RIO, SANTIAGO",027,BARCELONA 2-G,08019,BARCELONA,08009,CR,PAU CLARIS,111
F08002953,"BARENYS DE LACHA, LLUIS",018,BARCELONA 1-C,08019,BARCELONA,08002,CR,COMTAL,25
F08002960,"FONOLL PIQUE, JOSEP",017,BARCELONA 1-B,08019,BARCELONA,08003,CR,SANT PERE MES BAIX,52
F08002978,"BARDINA CORTES, JOSEP MA.",073,BARCELONA 10-C,08019,BARCELONA,08005,CR,PERE IV,210
F08002985,"MARRUGAT FONTANALS, OSCAR",024,BARCELONA 2-D,08019,BARCELONA,08011,CR,CONSELL DE CENT,253
F08002992,"VALENTINES,TERESA/GELABERT, ANNA",048,BARCELONA 6-B,08019,BARCELONA,08012,CR,VERDI,7
F08003001,"CAUS RUIZ, M. ISABEL/BASORA FARRE, CARLES",024,BARCELONA 2-D,08019,BARCELONA,08011,GV,CORTS CATALANES,571
F08003019,"HERNANDEZ MIQUEL, GEMMA",045,BARCELONA 5-D,08019,BARCELONA,08017,CR,MAJOR DE SARRIA,70
F08003026,"AGUILAR HERNANDEZ, ESTHER",067,BARCELONA 9-C,08019,BARCELONA,08041,CR,NAVAS DE TOLOSA,375
F08003033,"TORRENS BLANCH, MONTSERRAT",049,BARCELONA 6-C,08019,BARCELONA,08012,CR,VERDI,70
F08003040,"TOLEDO FERNANDEZ, ESTHER",018,BARCELONA 1-C,08019,BARCELONA,08002,CR,PORTAFERRISSA,1
F08003058,"MARTINEZ CAMPOS, JUAN JOSE",028,BARCELONA 2-H,08019,BARCELONA,08010,PL,URQUINAONA,8
F08003065,"ALLUE MUGARRA, ALEJANDRO",017,BARCELONA 1-B,08019,BARCELONA,08003,AV,MARQUES DE L'ARGENTERA,5
F08003072,"GONZALEZ EXPOSITO, MONICA",027,BARCELONA 2-G,08019,BARCELONA,08037,PS,SANT JOAN,101
F08003080,"BERASATEGUI BERASATEGUI,TOMAS",048,BARCELONA 6-B,08019,BARCELONA,08012,CR,MONTMANY,7
F08003097,"GUERRERO AGUSTI, ADRIANA",020,BARCELONA 1-E,08019,BARCELONA,08001,CR,HOSPITAL,70
F08003107,"MORERA SERDA, JOSEFA",032,BARCELONA 3-A,08019,BARCELONA,08004,CR,ROSER,28
F08003114,"BOTET CARRERAS, ADRIA",076,BARCELONA 10-F,08019,BARCELONA,08026,CR,INDEPENDENCIA,345
F08003121,"CASTRO ACCION, JOSE LUIS",027,BARCELONA 2-G,08019,BARCELONA,08037,AV,DIAGONAL,440
F08003139,"HERNANDEZ DE LA ROSA, CARME",018,BARCELONA 1-C,08019,BARCELONA,08002,RB,RAMBLA,38
F08003146,"SEGON CUCURULL, IMMACULADA",025,BARCELONA 2-E,08019,BARCELONA,08008,CR,ENRIC GRANADOS,155
F08003153,"DE BOLOS GIRALT, JORDI",025,BARCELONA 2-E,08019,BARCELONA,08007,RB,CATALUNYA,77
F08003160,"RUIZ SENTIS, MONTSERRAT",065,BARCELONA 9-A,08019,BARCELONA,08027,CR,SAGRERA,110
F08003178,"BOMBARDO YUSTE, AÏDA.",019,BARCELONA 1-D,08019,BARCELONA,08001,CR,NOU DE RAMBLA,75
F08003185,"XALABARDER ANGLI, ANNA",044,BARCELONA 5-C,08019,BARCELONA,08034,CR,TRINQUET,8-10
F08003192,"VERANO FIGUERAS, MARTA",036,BARCELONA 3-E,08019,BARCELONA,08028,CR,BASSEGODA,11
F08003202,"BORRAS SAMPERE, LAIA",076,BARCELONA 10-F,08019,BARCELONA,08026,PS,MARAGALL,20
F08003210,"SUÑER LEFORT, JORDI",046,BARCELONA 5-E,08019,BARCELONA,08023,AV,REPUBLICA ARGENTINA,175
F08003227,FRANCES BOSCH/FERRANDO FRANCES,021,BARCELONA 2-A,08019,BARCELONA,08015,AV,MISTRAL,66
F08003234,"DOMENECH ARNO, CRISTINA",072,BARCELONA 10-B,08019,BARCELONA,08005,CR,PALLARS,328
F08003241,"ZAPATER CARRION,MARIA TERESA/BARTRINA NAVARRO,ANA",047,BARCELONA 6-A,08019,BARCELONA,08037,CR,BAILEN,200
F08003259,"GARCIA SANMARTI, CONCEPCIO/ESTEVE MAÑA, MIQUEL",047,BARCELONA 6-A,08019,BARCELONA,08025,CR,NAPOLS,271
F08003266,"ROMANI ROURERA, EVA",044,BARCELONA 5-C,08019,BARCELONA,08017,CR,VERGÓS,5
F08003273,"SANCHEZ SANTALO, NEUS",,,08019,BARCELONA,08016,CR,JOAQUIM VALLS,88
F08003280,"MORRAL SUAREZ,CLARA",027,BARCELONA 2-G,08019,BARCELONA,08009,CR,ROGER DE LLURIA,37
F08003298,"BUSQUET MASIP, CARLES",395,BARCELONA 9-H,08019,BARCELONA,08030,CR,PONS I GALLARZA,92
F08003308,"GARCÉS BOMETÓN, SÓNIA",032,BARCELONA 3-A,08019,BARCELONA,08004,CR,BLASCO DE GARAY,10
F08003315,"CABANAS MIRET, JOAQUIM",043,BARCELONA 5-B,08019,BARCELONA,08006,CR,MUNTANER,476
F08003322,"CARAPUIG ORDÓÑEZ, FEDERICO",045,BARCELONA 5-D,08019,BARCELONA,08017,PL,VALLVIDRERA,5
F08003330,"CALSINA CALSINA, MARIA TERESA",032,BARCELONA 3-A,08019,BARCELONA,08004,PL,SORTIDOR,7
F08003347,"ESCARRA CALDES, ENRIC",042,BARCELONA 5-A,08019,BARCELONA,08006,CR,ALFONS XII,61
F08003354,"FUERTES TENA, PASCUAL",056,BARCELONA 7-F,08019,BARCELONA,08031,CR,FELIU I CODINA,14-18
F08003361,"BELTRAN ROVIRA, JORDI",019,BARCELONA 1-D,08019,BARCELONA,08001,RB,DEL RAVAL,14
F08003379,"PUJOL COS, M DESAMPARADOS",027,BARCELONA 2-G,08019,BARCELONA,08037,CR,ROSSELLO,284
F08003386,"RODRIGUEZ MORESO, DAMARIS",036,BARCELONA 3-E,08019,BARCELONA,08028,RB,BRASIL,14
F08003393,"BERNAL BORONAT, CARLOTA",048,BARCELONA 6-B,08019,BARCELONA,08012,CR,PLANETA,39
F08003403,"ALSINA ARMENGOL, CONXITA",033,BARCELONA 3-B,08019,BARCELONA,08004,CR,SANT FRUCTUOS,29
F08003410,"ARMENGOL TORRELLA,SILVIA/SILVESTRE PONS, JOAN",075,BARCELONA 10-E,08019,BARCELONA,08026,CR,NACIO,42
F08003428,"GINER AYZA, JOAQUÍN",032,BARCELONA 3-A,08019,BARCELONA,08004,CR,POETA CABANYES,67
F08003435,"CODINA VAZQUEZ, MA.VICTORIA",046,BARCELONA 5-E,08019,BARCELONA,08022,CR,BISBE SIVILLA,40
F08003442,"BOUFFARD FITA, CARINA",028,BARCELONA 2-H,08019,BARCELONA,08010,CR,ROGER DE LLURIA,17
F08003450,"CARDONA ROSICH, AGUSTI",042,BARCELONA 5-A,08019,BARCELONA,08021,CR,MUNTANER,356
F08003467,"CARDONA ARENAS, BEATRIU",017,BARCELONA 1-B,08019,BARCELONA,08003,CR,FONOLLAR,26
F08003474,"GONZALEZ-MENESES SIMON, BERTA",024,BARCELONA 2-D,08019,BARCELONA,08001,CR,PELAI,9
F08003481,"CASALS COLL, F. XAVIER/CASALS XIMENES, ELISENDA",044,BARCELONA 5-C,08019,BARCELONA,08017,VI,AUGUSTA,276
F08003499,"CASANELLES MARTI, MA. TERESA",018,BARCELONA 1-C,08019,BARCELONA,08002,CR,AVINYO,32
F08003509,"GONZALEZ VALLET, MARIA INMACULADA",039,BARCELONA 4-A,08019,BARCELONA,08029,TS,DE LES CORTS,332
F08003516,"AGRAMONTE BUCHÓ, ZOILA ADELFA",017,BARCELONA 1-B,08019,BARCELONA,08003,PL,DE LA LLANA,11
F08003523,"LOPEZ LINARES, XAVIER",065,BARCELONA 9-A,08019,BARCELONA,08027,CR,SAGRERA,146
F08003530,"PENA BENEDICTO, ELENA",031,BARCELONA 2-K,08019,BARCELONA,08025,CR,ROSSELLO,437
F08003548,"CASTELLANOS LLORENS, XAVIER",395,BARCELONA 9-H,08019,BARCELONA,08030,CR,GRAN DE SANT ANDREU,91
F08003555,"ARBONES ARAN, ROSA M./BRAUN VIVES, JOAQUIM",073,BARCELONA 10-C,08019,BARCELONA,08005,CR,PALLARS,231
F08003562,"VILAS MASO, ANNA",050,BARCELONA 6-D,08019,BARCELONA,08023,AV,REPUBLICA ARGENTINA,270
F08003570,"CASES PERERA, MARIONA.",025,BARCELONA 2-E,08019,BARCELONA,08036,CR,MUNTANER,223
F08003587,"BALASCH TERRADELLAS, MARTÍ",031,BARCELONA 2-K,08019,BARCELONA,08025,CR,CARTAGENA,267
F08003594,"CERCAVINS CARNICERO, SÍLVIA/CERCAVINS CARNICERO, OLGA.",028,BARCELONA 2-H,08019,BARCELONA,08013,CR,CASP,146 A
F08003604,"PENELLA PERIS, ROSA",042,BARCELONA 5-A,08019,BARCELONA,08021,CR,MUNTANER,254
F08003611,"PASQUINO, VALENTINA",043,BARCELONA 5-B,08019,BARCELONA,08006,RD,GENERAL MITRE,230
F08003629,"SUNYER BELLIDO,ANNA",071,BARCELONA 10-A,08019,BARCELONA,08005,CR,LLULL,102
F08003636,"FAURA SANMARTIN, JOSE LUIS",038,BARCELONA 3-G,08019,BARCELONA,08014,AV,DE MADRID,222
F08003643,"NARDI RICART, ANNA",023,BARCELONA 2-C,08019,BARCELONA,08029,CR,PARIS,111
F08003650,"DOMENECH PEREZ, ANTONI",016,BARCELONA 1-A,08019,BARCELONA,08003,CR,ANDREA DORIA,14
F08003668,"SOLER GORNALS, PEP LLUÍS",027,BARCELONA 2-G,08019,BARCELONA,08007,CR,CONSELL DE CENT,312
F08003682,"ODRIOZOLA JAURISTI, LAURA",016,BARCELONA 1-A,08019,BARCELONA,08003,CR,MAQUINISTA,9
F08003690,"LAVILA GODAYOL, GEMMA",025,BARCELONA 2-E,08019,BARCELONA,08008,CR,ROSSELLO,215
F08003700,"RIVERA ARNANDIS, FRANCISCO JAVIER",021,BARCELONA 2-A,08019,BARCELONA,08015,CR,CALABRIA,61
F08003717,"BASTE FRAMIS, JAUME ANTONI/BASTE BALADIA, ESTER",075,BARCELONA 10-E,08019,BARCELONA,08026,CR,ROGENT,54
F08003724,"BERTOLIN ESPALLARGAS, CONCEPCION",036,BARCELONA 3-E,08019,BARCELONA,08014,CR,DE SANTS,32-34
F08003731,"RIUS BALET, MERCE",036,BARCELONA 3-E,08019,BARCELONA,08014,CR,SAGUNT,83
F08003749,"AUDET GINESTA, JOAN",072,BARCELONA 10-B,08019,BARCELONA,08005,CR,DOCTOR TRUETA,234
F08003756,"CASELLAS GUILLOT, ANNA MARIA",027,BARCELONA 2-G,08019,BARCELONA,08037,CR,ROGER DE LLURIA,123
F08003763,"GARCIA LOPEZ, ADELA",048,BARCELONA 6-B,08019,BARCELONA,08012,TS,DE GRACIA,194
F08003770,"FERRER SAN JOSE, ALBERT",047,BARCELONA 6-A,08019,BARCELONA,08025,CR,SANT ANTONI MARIA CLARET,40
F08003788,"GONZALEZ PADILLA,ENRIQUE/GONZALEZ PADILLA,JOSE LUIS/MUÑOZ FERNANDEZ,ROBERTO",056,BARCELONA 7-F,08019,BARCELONA,08032,BX,MERCAT,2
F08003795,"RAMON MAURI, SERGIO",020,BARCELONA 1-E,08019,BARCELONA,08001,CR,HOSPITAL,42
F08003805,"GUILERA BARBA, MARC",018,BARCELONA 1-C,08019,BARCELONA,08002,CR,BANYS NOUS,14
F08003812,RUSSO ALBERTO,067,BARCELONA 9-C,08019,BARCELONA,08027,CR,SANT ANTONI MARIA CLARET,460
F08003820,"ENRICH ESTEVE, ANNA",018,BARCELONA 1-C,08019,BARCELONA,08002,CR,FERRAN,7
F08003851,"DALMASES BALAÑA, JORDI/GENER SALA, GEMMA",022,BARCELONA 2-B,08019,BARCELONA,08015,CR,ARAGO,97
F08003869,"GARCIA CAMPO, ADELA",023,BARCELONA 2-C,08019,BARCELONA,08036,CR,COMTE D'URGELL,153
F08003876,"UBEDA FERNANDEZ, NIEVES",017,BARCELONA 1-B,08019,BARCELONA,08003,CR,CARDERS,3
F08003883,"RIBOT PUJOL, NURIA",069,BARCELONA 9-E,08019,BARCELONA,08030,CR,SANT ADRIA,131
F08003890,"PARDO SALMERON, ANTONIA",047,BARCELONA 6-A,08019,BARCELONA,08025,TS,DE GRACIA,333
F08003900,"ALMIRALL FERRAN, BLANCA",395,BARCELONA 9-H,08019,BARCELONA,08030,PL,DE LES PALMERES,9
F08003918,"ZAYAS COSTA, MONTSERRAT.",396,BARCELONA 9-I,08019,BARCELONA,08030,CR,PALOMAR,28
F08003925,"OLIVELLA COMAS, MERCE",029,BARCELONA 2-I,08019,BARCELONA,08013,CR,ARAGO,476
F08003940,"ADELL VIDAL, LLUIS/PAYTUBI HIERRO MARGARITA",070,BARCELONA 9-F,08019,BARCELONA,08033,CR,TORNE,12
F08003957,"BERBEL FENOY, ANDRES",071,BARCELONA 10-A,08019,BARCELONA,08018,CR,SARDENYA,61
F08003964,"ROJO ARRIBAS, ITZIAR",019,BARCELONA 1-D,08019,BARCELONA,08001,CR,SANT PAU,112
F08003971,"ESCOLA MARCO, MARIA ANGELS",035,BARCELONA 3-D,08019,BARCELONA,08014,CR,SANT ROC,26
F08003989,"ORTUÑO GINER, VICENTE",072,BARCELONA 10-B,08019,BARCELONA,08005,PS,GARCIA FARIA,25
F08003996,"SALES LLAVIA, JOAN",030,BARCELONA 2-J,08019,BARCELONA,08013,CR,DIPUTACIO,391-395
F08004005,"SABIN URQUIA, M JOSE",056,BARCELONA 7-F,08019,BARCELONA,08031,CR,FULTON,18
F08004012,"CUTILLAS BOU, MARTIN AUGUSTO",024,BARCELONA 2-D,08019,BARCELONA,08011,CR,DIPUTACIO,157
F08004020,"GALCERA MONNE, MARIA ELENA/GALCERA MONNE, ROSA",030,BARCELONA 2-J,08019,BARCELONA,08013,GV,DE LES CORTS CATALANES,731
F08004037,"BARRAQUER MONER, MERCEDES",020,BARCELONA 1-E,08019,BARCELONA,08001,RD,SANT ANTONI,12
F08004044,"ROMERO RECHE, JOSE",077,BARCELONA 10-G,08019,BARCELONA,08018,CR,SANT JOAN DE MALTA,43
F08004051,"PUSO MAZARICO, JOSEP RAMON",042,BARCELONA 5-A,08019,BARCELONA,08006,VI,AUGUSTA,113
F08004069,"MARTINEZ VAYA, JUAN CARLOS",024,BARCELONA 2-D,08019,BARCELONA,08011,CR,GRAN VIA DE LES CORTS CATALANES,560
F08004076,"BOADA SOLSONA, M.MONTSERRAT",036,BARCELONA 3-E,08019,BARCELONA,08028,CR,SANT MEDIR,12
F08004083,DIEZ MONTES/ROSSELLO DIEZ,032,BARCELONA 3-A,08019,BARCELONA,08004,CR,NOU DE LA RAMBLA,147
F08004100,"VECIANA GARCIA-BOENTE,DOLORES/VECIANA GARCIA-BOENTE,PILAR",028,BARCELONA 2-H,08019,BARCELONA,08010,CR,CASP,68
F08004118,"SANCHEZ GARCIA, JOSE",017,BARCELONA 1-B,08019,BARCELONA,08003,PL,SANT AGUSTI VELL,11
F08004125,"ARQUE GARROFE, ROSER",043,BARCELONA 5-B,08019,BARCELONA,08021,CR,MUNTANER,393
F08004140,"BERNABEU BALAÑA, I.CONCEPCIO",020,BARCELONA 1-E,08019,BARCELONA,08001,CR,TALLERS,42
F08004157,"ROMERO RUIZ, M.ROSA",017,BARCELONA 1-B,08019,BARCELONA,08003,CR,PRINCESA,7
F08004164,"VILLAFRANCA SERRANO, GEMMA",022,BARCELONA 2-B,08019,BARCELONA,08015,GV,DE LES CORTS CATALANES,469
F08004171,"GARCÍA DEL CERRO, CAROLINA",071,BARCELONA 10-A,08019,BARCELONA,08018,CR,LLACUNA,100-102
F08004189,TEIXIDOR CAPALLERAS/VENTURA BLASCO,017,BARCELONA 1-B,08019,BARCELONA,08003,PL,COMERCIAL,9
F08004196,"CASTELLS SOLER, TERESA",027,BARCELONA 2-G,08019,BARCELONA,08008,PS,GRACIA,90
