"","codi_farmacia","nom_farmacia","codi_abs","nom_abs","codi_municipi","nom_municipi","codi_postal","tipus_via.x","nom_via","num_via","idequipament","alies","nom","categoria","tipus_via.y","via","sufix_via","num","cpostal","poblacio","comarca","telefon1","telefon2","fax","utmx","utmy","longitud","latitud","email","web","data_modificacio","propietats","localitzacio"
"56","F08002488","Fargas Riera, Josep",350,"VIC-1 NORD",8298,"VIC",8500,"CR","BISBE MORGADAS","25",3622645,"Farmàcia Fargas Riera, Josep","Farmàcia Fargas Riera, Josep","Salut|Farmàcies||",""," CR BISBE MORGADAS, 25",NA,NA,8500,"Vic","Osona",938856162,NA,NA,437888.879,4642332.432,2.250842118,41.930511863,NA,NA,"2020-03-18T07:57:16.000Z",NA,"POINT (2.250842 41.93051)"
"57","F08002512","Urgell Canal, F. Xavier",350,"VIC-1 NORD",8298,"VIC",8500,"RB","HOSPITAL","18",3622648,"Farmàcia Urgell Canal, F. Xavier","Farmàcia Urgell Canal, F. Xavier","Salut|Farmàcies||",""," RB DE L' HOSPITAL, 00018",NA,NA,8500,"Vic","Osona",938853863,NA,NA,438026.868,4642198.636,2.252520424,41.929317736,NA,NA,"2020-03-18T07:57:16.000Z",NA,"POINT (2.2525203 41.929317)"
"58","F08002689","Sanz Jornet, M. Alejandra",35,"BARCELONA 3-D",8019,"BARCELONA",8014,"CR","CREU COBERTA","95",3622664,"Farmàcia Sanz Jornet, M. Alejandra","Farmàcia Sanz Jornet, M. Alejandra","Salut|Farmàcies||",""," CR CREU COBERTA, 00095",NA,NA,8014,"Barcelona","Barcelonès",934319170,NA,NA,428356.307,4580757.155,2.143256558,41.375145108,NA,NA,"2020-03-18T07:56:29.000Z",NA,"POINT (2.1432567 41.375145)"
"59","F08002706","Tomas Parra, Cinta",46,"BARCELONA 5-E",8019,"BARCELONA",8022,"CR","TEODORA LAMADRID","27",3622666,"Farmàcia Tomas Parra, Cinta","Farmàcia Tomas Parra, Cinta","Salut|Farmàcies||",""," CR TEODORA LAMADRID, 00027",NA,NA,8022,"Barcelona","Barcelonès",934342000,NA,NA,427860.265,4584252.307,2.136909052,41.406580238,NA,NA,"2020-03-18T07:56:27.000Z",NA,"POINT (2.136909 41.40658)"
"60","F08002738","Rosenfeld Barrenechea, Ricard",20,"BARCELONA 1-E",8019,"BARCELONA",8001,"CR","XUCLA","21",3622669,"Farmàcia Rosenfeld Barrenechea, Ricard","Farmàcia Rosenfeld Barrenechea, Ricard","Salut|Farmàcies||",""," CR XUCLA, 00021",NA,NA,8001,"Barcelona","Barcelonès",933019335,NA,NA,430573.658,4581674.053,2.169664755,41.383597674,NA,NA,"2020-03-18T07:56:31.000Z",NA,"POINT (2.1696649 41.3836)"
"61","F08002784","Revilla Ortueta, Susana",35,"BARCELONA 3-D",8019,"BARCELONA",8014,"CR","CONSELL DE CENT","22",3622743,"Farmàcia Revilla Ortueta, Susana","Farmàcia Revilla Ortueta, Susana","Salut|Farmàcies||",""," CR CONSELL DE CENT, 00022",NA,NA,8014,"Barcelona","Barcelonès",934319879,NA,NA,428496.396,4580852.801,2.144920335,41.376019017,NA,NA,"2020-03-18T07:56:32.000Z",NA,"POINT (2.1449203 41.37602)"
"62","F08002791","Gelabert Colom-Noguera, Anna",27,"BARCELONA 2-G",8019,"BARCELONA",8007,"RB","CATALUNYA","66",3622744,"Farmàcia Gelabert Colom-Noguera, Anna","Farmàcia Gelabert Colom-Noguera, Anna","Salut|Farmàcies||",""," RB CATALUNYA, 66",NA,NA,8007,"Barcelona","Barcelonès",932154453,NA,NA,430025.394,4582567.178,2.163005052,41.391594257,NA,NA,"2020-03-18T07:56:40.000Z",NA,"POINT (2.163005 41.391594)"
"63","F08002801","Soler Gornals, Catalina",27,"BARCELONA 2-G",8019,"BARCELONA",8037,"PS","SANT JOAN","117",3622745,"Farmàcia Soler Gornals, Catalina","Farmàcia Soler Gornals, Catalina","Salut|Farmàcies||",""," PS SANT JOAN, 117",NA,NA,8037,"Barcelona","Barcelonès",932576339,NA,NA,430453.206,4583523.76,2.168011904,41.400246971,NA,NA,"2020-03-18T07:56:28.000Z",NA,"POINT (2.168012 41.400246)"
"64","F08002865","Pedragosa Cacha, Santiago",17,"BARCELONA 1-B",8019,"BARCELONA",8003,"CR","SANT PERE MES BAIX","17",3622751,"Farmàcia Pedragosa Cacha, Santiago","Farmàcia Pedragosa Cacha, Santiago","Salut|Farmàcies||",""," CR SANT PERE MÉS BAIX, 17",NA,NA,8003,"Barcelona","Barcelonès",932190397,NA,NA,431170.523,4582016.47,2.176763625,41.386733008,NA,NA,"2020-03-18T07:56:34.000Z",NA,"POINT (2.1767635 41.386734)"
"65","F08002914","Collellmir Morales, Marta",326,"BARCELONA 7-G",8019,"BARCELONA",8041,"CR","SANT ANTONI MARIA CLARET","181",3622756,"Farmàcia Collellmir Morales, Marta","Farmàcia Collellmir Morales, Marta","Salut|Farmàcies||",""," CR SANT ANTONI MARIA CLARET, 181",NA,NA,8041,"Barcelona","Barcelonès",934356684,NA,NA,431316.26,4585065.264,2.178160644,41.414204987,NA,NA,"2020-03-18T07:56:44.000Z",NA,"POINT (2.1781607 41.414204)"
"66","F08002946","Roson Rio, Santiago",27,"BARCELONA 2-G",8019,"BARCELONA",8009,"CR","PAU CLARIS","111",3622759,"Farmàcia Roson Rio, Santiago","Farmàcia Roson Rio, Santiago","Salut|Farmàcies||",""," CR PAU CLARIS, 111",NA,NA,8009,"Barcelona","Barcelonès",933172093,NA,NA,430453.137,4582589.003,2.168118434,41.391827927,NA,NA,"2020-03-18T07:56:31.000Z",NA,"POINT (2.1681185 41.391827)"
"67","F08003107","Morera Serda, Josefa",32,"BARCELONA 3-A",8019,"BARCELONA",8004,"CR","ROSER","28",3622775,"Farmàcia Morera Serda, Josefa","Farmàcia Morera Serda, Josefa","Salut|Farmàcies||",""," CR ROSER, 00028",NA,NA,8004,"Barcelona","Barcelonès",932416176,NA,NA,430309.883,4580549.605,2.166639639,41.373447314,NA,NA,"2020-03-18T07:56:35.000Z",NA,"POINT (2.1666396 41.373447)"
"68","F08003146","Segon Cucurull, Immaculada",25,"BARCELONA 2-E",8019,"BARCELONA",8008,"CR","ENRIC GRANADOS","155",3622779,"Farmàcia Segon Cucurull, Immaculada","Farmàcia Segon Cucurull, Immaculada","Salut|Farmàcies||",""," CR ENRIC GRANADOS, 00155",NA,NA,8008,"Barcelona","Barcelonès",932185387,NA,NA,429217.404,4582899.433,2.15330253,41.394516053,NA,NA,"2020-03-18T07:56:29.000Z",NA,"POINT (2.1533024 41.394516)"
"69","F08003160","Ruiz Sentis, Montserrat",65,"BARCELONA 9-A",8019,"BARCELONA",8027,"CR","SAGRERA","110",3622781,"Farmàcia Ruiz Sentis, Montserrat","Farmàcia Ruiz Sentis, Montserrat","Salut|Farmàcies||",""," CR SAGRERA, 00110",NA,NA,8027,"Barcelona","Barcelonès",933522909,NA,NA,432450.045,4585747.418,2.19164953,41.420445029,NA,NA,"2020-03-18T07:56:30.000Z",NA,"POINT (2.1916494 41.420444)"
"70","F08003192","Verano Figueras, Marta",36,"BARCELONA 3-E",8019,"BARCELONA",8028,"CR","BASSEGODA","11",3622784,"Farmàcia Verano Figueras, Marta","Farmàcia Verano Figueras, Marta","Salut|Farmàcies||",""," CR BASSEGODA, 0027",NA,NA,8028,"Barcelona","Barcelonès",932400955,NA,NA,426846.292,4580736.684,2.125203668,41.374824882,NA,NA,"2020-03-18T07:56:26.000Z",NA,"POINT (2.1252036 41.374825)"
"71","F08003234","Domenech Arno, Cristina",72,"BARCELONA 10-B",8019,"BARCELONA",8005,"CR","PALLARS","328",3622788,"Farmàcia Domenech Arno, Cristina","Farmàcia Domenech Arno, Cristina","Salut|Farmàcies||",""," CR PALLARS, 00328",NA,NA,8005,"Barcelona","Barcelonès",933034463,NA,NA,433547.978,4584180.789,2.20495902,41.406426396,NA,NA,"2020-03-18T07:56:43.000Z",NA,"POINT (2.204959 41.406425)"
"72","F08003298","Busquet Masip, Carles",395,"BARCELONA 9-H",8019,"BARCELONA",8030,"CR","PONS I GALLARZA","92",3620581,"Farmàcia Busquet Masip, Carles","Farmàcia Busquet Masip, Carles","Salut|Farmàcies||",""," CR PONS I GALLARZA, 00092",NA,NA,8030,"Barcelona","Barcelonès",933450667,NA,NA,431914.294,4587437.876,2.185048595,41.435625178,NA,NA,"2020-03-18T07:56:45.000Z",NA,"POINT (2.1850486 41.435627)"
"73","F08003315","Cabanas Miret, Joaquim",43,"BARCELONA 5-B",8019,"BARCELONA",8006,"CR","MUNTANER","476",3620583,"Farmàcia Cabanas Miret, Joaquim","Farmàcia Cabanas Miret, Joaquim","Salut|Farmàcies||",""," CR MUNTANER, 00476",NA,NA,8006,"Barcelona","Barcelonès",932010389,NA,NA,427983.342,4583805.853,2.138434523,41.402570242,NA,NA,"2020-03-18T07:56:45.000Z",NA,"POINT (2.1384344 41.40257)"
"74","F08003347","Escarra Caldes, Enric",42,"BARCELONA 5-A",8019,"BARCELONA",8006,"CR","ALFONS XII","61",3620586,"Farmàcia Escarra Caldes, Enric","Farmàcia Escarra Caldes, Enric","Salut|Farmàcies||",""," CR ALFONS XII, 00061",NA,NA,8006,"Barcelona","Barcelonès",932003524,NA,NA,428774.677,4583500.677,2.14793649,41.399892141,NA,NA,"2020-03-18T07:56:43.000Z",NA,"POINT (2.1479366 41.39989)"
"75","F08003354","Fuertes Tena, Pascual",56,"BARCELONA 7-F",8019,"BARCELONA",8031,"CR","FELIU I CODINA","14-18",3620587,"Farmàcia Fuertes Tena, Pascual","Farmàcia Fuertes Tena, Pascual","Salut|Farmàcies||",""," CR FELIU I CODINA, 00014",NA,NA,8031,"Barcelona","Barcelonès",932242420,NA,NA,429873.739,4587124.713,2.160663006,41.432629047,NA,NA,"2020-03-18T07:56:41.000Z",NA,"POINT (2.160663 41.43263)"
"76","F08003361","Beltran Rovira, Jordi",19,"BARCELONA 1-D",8019,"BARCELONA",8001,"RB","DEL RAVAL","14",3620588,"Farmàcia Beltran Rovira, Jordi","Farmàcia Beltran Rovira, Jordi","Salut|Farmàcies||",""," RB DEL RAVAL, 14",NA,NA,8001,"Barcelona","Barcelonès",934415393,NA,NA,430533.738,4581092.179,2.16925407,41.378353471,NA,NA,"2020-03-18T07:56:47.000Z",NA,"POINT (2.169254 41.378353)"
"77","F08003393","Bernal Boronat, Carlota",48,"BARCELONA 6-B",8019,"BARCELONA",8012,"CR","PLANETA","39",3620591,"Farmàcia Bernal Boronat, Carlota","Farmàcia Bernal Boronat, Carlota","Salut|Farmàcies||",""," CR PLANETA, 00039",NA,NA,8012,"Barcelona","Barcelonès",932187767,NA,NA,429519.397,4583725.972,2.15681836,41.401986911,NA,NA,"2020-03-18T07:56:47.000Z",NA,"POINT (2.1568184 41.401985)"
"78","F08003403","Alsina Armengol, Conxita",33,"BARCELONA 3-B",8019,"BARCELONA",8004,"CR","SANT FRUCTUOS","29",3620592,"Farmàcia Alsina Armengol, Conxita","Farmàcia Alsina Armengol, Conxita","Salut|Farmàcies||",""," CR SANT FRUCTUÓS, 29",NA,NA,8004,"Barcelona","Barcelonès",933257589,NA,NA,428649.717,4580341.586,2.146813799,41.371428283,NA,NA,"2020-03-18T07:56:48.000Z",NA,"POINT (2.1468139 41.37143)"
"79","F08003442","Bouffard Fita, Carina",28,"BARCELONA 2-H",8019,"BARCELONA",8010,"CR","ROGER DE LLURIA","17",3620596,"Farmàcia Bouffard Fita, Carina","Farmàcia Bouffard Fita, Carina","Salut|Farmàcies||",""," CR ROGER DE LLURIA, 00017",NA,NA,8010,"Barcelona","Barcelonès",933173791,NA,NA,430755.749,4582470.835,2.171751267,41.390789732,NA,NA,"2020-03-18T07:56:46.000Z",NA,"POINT (2.1717513 41.39079)"
"80","F08003450","Cardona Rosich, Agusti",42,"BARCELONA 5-A",8019,"BARCELONA",8021,"CR","MUNTANER","356",3620597,"Farmàcia Cardona Rosich, Agusti","Farmàcia Cardona Rosich, Agusti","Salut|Farmàcies||",""," CR MUNTANER, 00356",NA,NA,8021,"Barcelona","Barcelonès",932092342,NA,NA,428410.979,4583372.862,2.143601179,41.398708659,NA,NA,"2020-03-18T07:56:45.000Z",NA,"POINT (2.1436012 41.39871)"
"81","F08003467","Cardona Arenas, Beatriu",17,"BARCELONA 1-B",8019,"BARCELONA",8003,"CR","FONOLLAR","26",3620598,"Farmàcia Cardona Arenas, Beatriu","Farmàcia Cardona Arenas, Beatriu","Salut|Farmàcies||",""," CR FONOLLAR, 26",NA,NA,8003,"Barcelona","Barcelonès",932689143,NA,NA,431349.724,4582074.58,2.178900163,41.387271696,NA,NA,"2020-03-18T07:56:45.000Z",NA,"POINT (2.1789002 41.38727)"
"82","F08003530","Pena Benedicto, Elena",31,"BARCELONA 2-K",8019,"BARCELONA",8025,"CR","ROSSELLO","437",3620605,"Farmàcia Pena Benedicto, Elena","Farmàcia Pena Benedicto, Elena","Salut|Farmàcies||",""," CR ROSSELLÓ, 00437",NA,NA,8025,"Barcelona","Barcelonès",934367518,NA,NA,430923.229,4584120.898,2.173566084,41.405665717,NA,NA,"2020-03-18T07:56:34.000Z",NA,"POINT (2.173566 41.405666)"
"83","F08003548","Castellanos Llorens, Xavier",395,"BARCELONA 9-H",8019,"BARCELONA",8030,"CR","GRAN DE SANT ANDREU","91",3620606,"Farmàcia Castellanos Llorens, Xavier","Farmàcia Castellanos Llorens, Xavier","Salut|Farmàcies||",""," RB FABRA I PUIG, 2",NA,NA,8030,"Barcelona","Barcelonès",933459058,NA,NA,432275.366,4586835.212,2.189437556,41.430227725,NA,NA,"2020-03-18T07:56:44.000Z",NA,"POINT (2.1894376 41.43023)"
"84","F08003587","Balasch Terradellas, Martí",31,"BARCELONA 2-K",8019,"BARCELONA",8025,"CR","CARTAGENA","267",3620610,"Farmàcia Balasch Terradellas, Martí","Farmàcia Balasch Terradellas, Martí","Salut|Farmàcies||",""," CR CARTAGENA, 00267",NA,NA,8025,"Barcelona","Barcelonès",932364041,NA,NA,431219.753,4584481.965,2.177072309,41.408943156,NA,NA,"2020-03-18T07:56:48.000Z",NA,"POINT (2.1770723 41.408943)"
"85","F08003604","Penella Peris, Rosa",42,"BARCELONA 5-A",8019,"BARCELONA",8021,"CR","MUNTANER","254",3620612,"Farmàcia Penella Peris, Rosa","Farmàcia Penella Peris, Rosa","Salut|Farmàcies||",""," CR MUNTANER, 00254",NA,NA,8021,"Barcelona","Barcelonès",932000996,NA,NA,428821.316,4582952.72,2.148558782,41.39496103,NA,NA,"2020-03-18T07:56:34.000Z",NA,"POINT (2.1485589 41.394962)"
"86","F08003611","Pasquino, Valentina",43,"BARCELONA 5-B",8019,"BARCELONA",8006,"RD","GENERAL MITRE","230",3620613,"Farmàcia Pasquino, Valentina","Farmàcia Pasquino, Valentina","Salut|Farmàcies||",""," RD GENERAL MITRE, 00230",NA,NA,8006,"Barcelona","Barcelonès",932179896,NA,NA,428805.864,4584141.76,2.148234139,41.405668886,NA,NA,"2020-03-18T07:56:34.000Z",NA,"POINT (2.1482341 41.40567)"
"87","F08003643","Nardi Ricart, Anna",23,"BARCELONA 2-C",8019,"BARCELONA",8029,"CR","PARIS","111",3620616,"Farmàcia Nardi Ricart, Anna","Farmàcia Nardi Ricart, Anna","Salut|Farmàcies||",""," CR PARIS, 00111",NA,NA,8029,"Barcelona","Barcelonès",932300706,NA,NA,428742.7,4582357.314,2.147688532,41.389591465,NA,NA,"2020-03-18T07:56:35.000Z",NA,"POINT (2.1476886 41.38959)"
"88","F08003668","Soler Gornals, Pep Lluís",27,"BARCELONA 2-G",8019,"BARCELONA",8007,"CR","CONSELL DE CENT","312",3620618,"Farmàcia Soler Gornals, Pep Lluís","Farmàcia Soler Gornals, Pep Lluís","Salut|Farmàcies||",""," CR CONSELL DE CENT, 312",NA,NA,8007,"Barcelona","Barcelonès",934878094,NA,NA,430316.765,4582559.191,2.166490829,41.391547616,NA,NA,"2020-03-18T07:56:28.000Z",NA,"POINT (2.1664908 41.39155)"
"89","F08003682","Odriozola Jauristi, Laura",16,"BARCELONA 1-A",8019,"BARCELONA",8003,"CR","MAQUINISTA","9",3620619,"Farmàcia Odriozola Jauristi, Laura","Farmàcia Odriozola Jauristi, Laura","Salut|Farmàcies||",""," CR MAQUINISTA, 00009",NA,NA,8003,"Barcelona","Barcelonès",933192726,NA,NA,432123.294,4581334.759,2.188234516,41.380673975,NA,NA,"2020-03-18T07:56:34.000Z",NA,"POINT (2.1882346 41.380672)"
"90","F08003690","Lavila Godayol, Gemma",25,"BARCELONA 2-E",8019,"BARCELONA",8008,"CR","ROSSELLO","215",3620620,"Farmàcia Lavila Godayol, Gemma","Farmàcia Lavila Godayol, Gemma","Salut|Farmàcies||",""," CR ROSSELLÓ, 00215",NA,NA,8008,"Barcelona","Barcelonès",932175542,NA,NA,429510.606,4582733.743,2.156828718,41.39304949,NA,NA,"2020-03-18T07:56:38.000Z",NA,"POINT (2.1568286 41.39305)"
"91","F08003749","Audet Ginesta, Joan",72,"BARCELONA 10-B",8019,"BARCELONA",8005,"CR","DOCTOR TRUETA","234",3620625,"Farmàcia Audet Ginesta, Joan","Farmàcia Audet Ginesta, Joan","Salut|Farmàcies||",""," CR DR. TRUETA, 00234",NA,NA,8005,"Barcelona","Barcelonès",932252711,NA,NA,433512.095,4583390.365,2.204616579,41.39930429,NA,NA,"2020-03-18T07:56:48.000Z",NA,"POINT (2.2046165 41.399303)"
"92","F08003756","Casellas Guillot, Anna Maria",27,"BARCELONA 2-G",8019,"BARCELONA",8037,"CR","ROGER DE LLURIA","123",3620626,"Farmàcia Casellas Guillot, Anna Maria","Farmàcia Casellas Guillot, Anna Maria","Salut|Farmàcies||",""," CR ROGER DE LLURIA, 00123",NA,NA,8037,"Barcelona","Barcelonès",932154968,NA,NA,430092.152,4583149.851,2.163736236,41.396847994,NA,NA,"2020-03-18T07:56:44.000Z",NA,"POINT (2.1637363 41.396847)"
"93","F08003805","Guilera Barba, Marc",18,"BARCELONA 1-C",8019,"BARCELONA",8002,"CR","BANYS NOUS","14",3620631,"Farmàcia Guilera Barba, Marc","Farmàcia Guilera Barba, Marc","Salut|Farmàcies||",""," CR BANYS NOUS, 0014",NA,NA,8002,"Barcelona","Barcelonès",933014431,NA,NA,431006.861,4581542.92,2.174860251,41.382453868,NA,NA,"2020-03-18T07:56:39.000Z",NA,"POINT (2.1748602 41.382454)"
"94","F08003820","Enrich Esteve, Anna",18,"BARCELONA 1-C",8019,"BARCELONA",8002,"CR","FERRAN","7",3620633,"Farmàcia Enrich Esteve, Anna","Farmàcia Enrich Esteve, Anna","Salut|Farmàcies||",""," CR FERRAN, 00007",NA,NA,8002,"Barcelona","Barcelonès",933172282,NA,NA,430974.785,4581343.119,2.174499432,41.380651568,NA,NA,"2020-03-18T07:56:43.000Z",NA,"POINT (2.1744995 41.380653)"
"95","F08003900","Almirall Ferran, Blanca",395,"BARCELONA 9-H",8019,"BARCELONA",8030,"PL","DE LES PALMERES","9",3620715,"Farmàcia Almirall Ferran, Blanca","Farmàcia Almirall Ferran, Blanca","Salut|Farmàcies||",""," PL DE LES PALMERES, 9",NA,NA,8030,"Barcelona","Barcelonès",933467855,NA,NA,431967.913,4587118.841,2.185726244,41.432756287,NA,NA,"2020-03-18T07:56:48.000Z",NA,"POINT (2.1857262 41.432755)"
"96","F08003964","Rojo Arribas, Itziar",19,"BARCELONA 1-D",8019,"BARCELONA",8001,"CR","SANT PAU","112",3620720,"Farmàcia Rojo Arribas, Itziar","Farmàcia Rojo Arribas, Itziar","Salut|Farmàcies||",""," CR DE SANT PAU, 112",NA,NA,8001,"Barcelona","Barcelonès",932417586,NA,NA,430519.924,4580879.81,2.169113224,41.376439533,NA,NA,"2020-03-18T07:56:31.000Z",NA,"POINT (2.1691132 41.37644)"
"97","F08004012","Cutillas Bou, Martin Augusto",24,"BARCELONA 2-D",8019,"BARCELONA",8011,"CR","DIPUTACIO","157",3620725,"Farmàcia Cutillas Bou, Martin Augusto","Farmàcia Cutillas Bou, Martin Augusto","Salut|Farmàcies||",""," CR DIPUTACIO, 00157",NA,NA,8011,"Barcelona","Barcelonès",935665791,NA,NA,429645.797,4581744.671,2.158560532,41.3841531,NA,NA,"2020-03-18T07:56:43.000Z",NA,"POINT (2.1585605 41.38415)"
"98","F08004037","Barraquer Moner, Mercedes",20,"BARCELONA 1-E",8019,"BARCELONA",8001,"RD","SANT ANTONI","12",3621959,"Farmàcia Barraquer Moner, Mercedes","Farmàcia Barraquer Moner, Mercedes","Salut|Farmàcies||",""," CR FLORIDABLANCA, 00117",NA,NA,8011,"Barcelona","Barcelonès",932231757,NA,NA,429863.568,4581355.232,2.161209895,41.380664564,NA,NA,"2020-03-18T07:56:47.000Z",NA,"POINT (2.1612098 41.380665)"
"99","F08004037","Barraquer Moner, Mercedes",20,"BARCELONA 1-E",8019,"BARCELONA",8001,"RD","SANT ANTONI","12",3620727,"Farmàcia Barraquer Moner, Mercedes","Farmàcia Barraquer Moner, Mercedes","Salut|Farmàcies||",""," RD SANT ANTONI, 12",NA,NA,8001,"Barcelona","Barcelonès",932322582,NA,NA,430042.513,4581205.202,2.163367071,41.379328874,NA,NA,"2020-03-18T07:56:47.000Z",NA,"POINT (2.163367 41.37933)"
"100","F08004164","Villafranca Serrano, Gemma",22,"BARCELONA 2-B",8019,"BARCELONA",8015,"GV","DE LES CORTS CATALANES","469",3620738,"Farmàcia Villafranca Serrano, Gemma","Farmàcia Villafranca Serrano, Gemma","Salut|Farmàcies||",""," GV CORTS CATALANES, 00469",NA,NA,8015,"Barcelona","Barcelonès",934233588,NA,NA,429357.867,4581275.694,2.155171907,41.379903949,NA,NA,"2020-03-18T07:56:26.000Z",NA,"POINT (2.1551719 41.379906)"
"101","F08004196","Castells Soler, Teresa",27,"BARCELONA 2-G",8019,"BARCELONA",8008,"PS","GRACIA","90",3620741,"Farmàcia Castells Soler, Teresa","Farmàcia Castells Soler, Teresa","Salut|Farmàcies||",""," PS DE GRACIA, 90",NA,NA,8008,"Barcelona","Barcelonès",932153427,NA,NA,429968.7,4582954.5,2.1622823,41.3950779,NA,NA,"2020-03-18T07:56:44.000Z",NA,"POINT (2.1622822 41.395077)"
"102","F08004206","Quero Prieto, Sònia",48,"BARCELONA 6-B",8019,"BARCELONA",8006,"CR","LUIS ANTUNEZ","5",3620742,"Farmàcia Quero Prieto, Sònia","Farmàcia Quero Prieto, Sònia","Salut|Farmàcies||",""," CR LLUIS ANTUNEZ, 00005",NA,NA,8006,"Barcelona","Barcelonès",932175824,NA,NA,429427.327,4583352.064,2.155760599,41.398611185,NA,NA,"2020-03-18T07:56:32.000Z",NA,"POINT (2.1557605 41.398613)"
"103","F08004252","Galup Russines, Mireia",28,"BARCELONA 2-H",8019,"BARCELONA",8010,"CR","PAU CLARIS","83",3620746,"Farmàcia Galup Russines, Mireia","Farmàcia Galup Russines, Mireia","Salut|Farmàcies||",""," CR PAU CLARIS, 00083",NA,NA,8010,"Barcelona","Barcelonès",933177283,NA,NA,430675.355,4582361.249,2.170802292,41.389795804,NA,NA,"2020-03-18T07:56:41.000Z",NA,"POINT (2.1708024 41.389797)"
"104","F08004260","Gallardo Sauret, Montserrat",20,"BARCELONA 1-E",8019,"BARCELONA",8001,"RD","SANT ANTONI","88",3620747,"Farmàcia Gallardo Sauret, Montserrat","Farmàcia Gallardo Sauret, Montserrat","Salut|Farmàcies||",""," RD SANT ANTONI, 88",NA,NA,8001,"Barcelona","Barcelonès",933014946,NA,NA,430100.499,4581719.899,2.164001094,41.383969619,NA,NA,"2020-03-18T07:56:41.000Z",NA,"POINT (2.164001 41.38397)"
"105","F08004453","Vall Garriga, Montserrat",48,"BARCELONA 6-B",8019,"BARCELONA",8012,"CR","TORRENT DE L'OLLA","67",3620835,"Farmàcia Vall Garriga, Montserrat","Farmàcia Vall Garriga, Montserrat","Salut|Farmàcies||",""," CR TORRENT DE L'OLLA, 00067",NA,NA,8012,"Barcelona","Barcelonès",932187921,NA,NA,429677.189,4583600.602,2.158720448,41.400871563,NA,NA,"2020-03-18T07:56:26.000Z",NA,"POINT (2.1587205 41.40087)"
"106","F08004502","Gras Torrella, Josep Maria",25,"BARCELONA 2-E",8019,"BARCELONA",8011,"CR","COMTE D'URGELL","132",3620839,"Farmàcia Gras Torrella, Josep Maria","Farmàcia Gras Torrella, Josep Maria","Salut|Farmàcies||",""," CR COMTE D URGELL, 00132",NA,NA,8011,"Barcelona","Barcelonès",932461924,NA,NA,429347.793,4581846.34,2.154984908,41.385042678,NA,NA,"2020-03-18T07:56:39.000Z",NA,"POINT (2.154985 41.385044)"
"107","F08004580","Alonso Ramos, Eva",36,"BARCELONA 3-E",8019,"BARCELONA",8014,"CR","OLZINELLES","21",3620846,"Farmàcia Alonso Ramos, Eva","Farmàcia Alonso Ramos, Eva","Salut|Farmàcies||",""," CR OLZINELLES, 00021",NA,NA,8014,"Barcelona","Barcelonès",934212719,NA,NA,427792.586,4580588.1,2.136536229,41.373572109,NA,NA,"2020-03-18T07:56:48.000Z",NA,"POINT (2.1365361 41.373573)"
"108","F08004647","Iglesias Huix, Francesca",33,"BARCELONA 3-B",8019,"BARCELONA",8004,"AV","PARAL.LEL","131",3620852,"Farmàcia Iglesias Huix, Francesca","Farmàcia Iglesias Huix, Francesca","Salut|Farmàcies||",""," AV PARAL LEL, 00131",NA,NA,8004,"Barcelona","Barcelonès",932236501,NA,NA,429713.424,4580706.048,2.159489728,41.374804475,NA,NA,"2020-03-18T07:56:38.000Z",NA,"POINT (2.1594896 41.374805)"
"109","F08004686","Lafarga Mestre, Jordi",28,"BARCELONA 2-H",8019,"BARCELONA",8010,"RD","SANT PERE","15",3620856,"Farmàcia Lafarga Mestre, Jordi","Farmàcia Lafarga Mestre, Jordi","Salut|Farmàcies||",""," RD SANT PERE, 15",NA,NA,8010,"Barcelona","Barcelonès",933173938,NA,NA,430752.616,4582243.142,2.171739828,41.388738709,NA,NA,"2020-03-18T07:56:38.000Z",NA,"POINT (2.1717398 41.38874)"
"110","F08004735","Jimenez Bonet, Jordi",76,"BARCELONA 10-F",8019,"BARCELONA",8026,"CR","TRINXANT","65",3620861,"Farmàcia Jimenez Bonet, Jordi","Farmàcia Jimenez Bonet, Jordi","Salut|Farmàcies||",""," CR TRINXANT, 65",NA,NA,8026,"Barcelona","Barcelonès",932361920,NA,NA,431879.159,4585142.752,2.184886668,41.414950807,NA,NA,"2020-03-18T07:56:38.000Z",NA,"POINT (2.1848867 41.41495)"
"111","F08004774","Serra Trull, Andreu",39,"BARCELONA 4-A",8019,"BARCELONA",8029,"CR","BERLIN","71",3620864,"Farmàcia Serra Trull, Andreu","Farmàcia Serra Trull, Andreu","Salut|Farmàcies||",""," CR BERLIN, 00071",NA,NA,8029,"Barcelona","Barcelonès",934301120,NA,NA,428078.603,4581720.084,2.139821748,41.383793075,NA,NA,"2020-03-18T07:56:28.000Z",NA,"POINT (2.1398218 41.383793)"
"112","F08004855","Pascal Canalias, Dolors",31,"BARCELONA 2-K",8019,"BARCELONA",8025,"AV","GAUDI","85",3620871,"Farmàcia Pascal Canalias, Dolors","Farmàcia Pascal Canalias, Dolors","Salut|Farmàcies||",""," AV GAUDI, 85",NA,NA,8025,"Barcelona","Barcelonès",934358268,NA,NA,430980.063,4584676.826,2.174182578,41.410677657,NA,NA,"2020-03-18T07:56:34.000Z",NA,"POINT (2.1741827 41.41068)"
